session_ids,item_names,responses,conditions
9,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
To get started, think of some creative uses for your own shoes. What could you do with your own shoes that would be creative? If you're stuck, try to think of some unusual or creative uses for other things, and then apply the same ideas to shoes.
Here are some examples of creative uses for shoes:
A shoe box can be used as a bookshelf
A shoe can be used as a doorstop
Shoes can be used as bookends
A shoe can be used as a pencil holder
Shoes can be used as a storage container for small items
Shoes can be used as a table
Shoes can be used as a chair
Shoes can be used as a planter
Shoes can be used as a vase
Shoes can be used as a sculpture
Shoes can be used as a decoration
Shoes can be used as a toy
Shoes can be used as a tool
Shoes can be used as a musical instrument
Shoes can be used as a weapon
Shoes can be used as",base-input-prompt-only
0,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
Ideas can be for things like:
- a desk
- a table
- a chair
- a bed
- a couch
- a car
- a computer
- a book
- a pen
- a pencil
- a piece of paper
- a phone
- a shoe
- a piece of clothing
- a lamp
- a window
- a door
- a wall
- a floor
- a ceiling
- a bedroom
- a living room
- a kitchen
- a bathroom
- a basement
- a closet
- a hallway
- a garage
- a yard
- a garden
- a room
- a house
- a car
- a desk
- a piece of paper
- a phone
- a shoe
- a piece of clothing
- a lamp
- a window
- a door
- a wall
- a floor
- a ceiling
- a bedroom
- a living room
- a kitchen
- a bathroom
- a basement
- a closet
- a hallway
- a gar",base-input-prompt-only
1,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The first 100 people to complete this task will receive 100 points. The next 100 people to complete this task will receive 50 points. The next 100 people to complete this task will receive 25 points. The next 100 people to complete this task will receive 10 points.
If you're a member of the 2009-2010 Varsity team, you can earn up to 100 points for this task. If you're a member of the 2010-2011 Varsity team, you can earn up to 50 points for this task. If you're a member of the 2011-2012 Varsity team, you can earn up to 25 points for this task. If you're a member of the 2012-2013 Varsity team, you can earn up to 10 points for this task.
The first 50 people to complete this task will receive 100 points. The next 50 people to",base-input-prompt-only
2,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
You can't use a table for any of the following purposes:
1) You can't use a table for a purpose that it is already used for. For example, you can't use a table as a table.
2) You can't use a table for a purpose that would be physically impossible. For example, you can't use a table as a boat.
3) You can't use a table for a purpose that would be illegal. For example, you can't use a table as a stage for a performance that violates copyright laws.
4) You can't use a table for a purpose that would be socially unacceptable. For example, you can't use a table as a stage for a performance that violates cultural norms.
5) You can't use a table for a purpose that would be physically uncomfortable. For example, you can't use a table as a bed.
6) You can't use a table for a purpose that would be physically dangerous. For example, you can't use a table as a stage for a performance that could cause injury.
7)",base-input-prompt-only
3,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses.
You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
Submitted by: kayla
The idea of using a table for a table is very creative, but not very creative.
I think you could use a table for a table, but I think it would be better if you used a table for a table.
Submitted by: jason
A table for a table is a good idea, but not a very creative one.
A table for a table is a good idea, but not a very creative one.
Submitted by: kayla kayla
The idea of using",base-input-prompt-only
4,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
3. You have to come up with a creative way to make a new product or service. For this task, you have to come up with a new product or service, such as a new type of food, a new type of car, a new type of clothing, a new type of electronic device, etc. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative ideas rather than ordinary ones. You can type in TWO ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
4. You have to come up with a creative way to make a new product or service. For this task, you have to come up with a new product or service, such as a new type of food, a new type of car, a new type of clothing, a new type of electronic device, etc. The goal is to come up",base-input-prompt-only
5,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
For the second part of this task, you have to explain why your ideas are creative. You can do this in one of two ways:
1. You can explain why your ideas are creative in your own words, in a paragraph of 200-300 words.
2. You can also use a creativity theory to explain why your ideas are creative. If you use a creativity theory, you must be sure to explain how your ideas fit the theory.
In both cases, you need to explain why your ideas are creative. You can use examples and details to support your explanation.
Your essay must be 300-400 words long.
In the first part of the task, you have to come up with five creative uses for a table. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
Here are some examples of creative uses for a table:
1. A table as a see-saw.
2. A table as a trampoline.
3. A table as a",base-input-prompt-only
6,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
I have a few ideas for you to get you started:
1. A table for a pet
2. A table for a car
3. A table for a chair
4. A table for a book
5. A table for a television
6. A table for a computer
7. A table for a bed
8. A table for a refrigerator
9. A table for a toilet
10. A table for a bathtub
11. A table for a sink
12. A table for a stove
13. A table for a dishwasher
14. A table for a washing machine
15. A table for a dryer
16. A table for a microwave
17. A table for a vacuum cleaner
18. A table for a toaster
19. A table for a blender
20. A table for a juicer
21. A table for a food processor
22. A table for a mixer
23. A table for a coffee maker
24. A table for a toilet",base-input-prompt-only
7,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
You will be given a list of 10 things, and you will have to come up with 5 creative uses for each.
For example, you might be given the following list:
1. A towel
2. A pencil
3. A paperclip
4. A toothbrush
5. A bicycle
6. A chair
7. A pair of scissors
8. A piece of string
9. A telephone
10. A book
You will have to come up with creative uses for each of these items.
You will be given a list of 10 things, and you will have to come up with 5 creative uses for each. For example, you might be given the following list:
1. A towel 2. A pencil 3. A paperclip 4. A toothbrush 5. A bicycle 6. A chair 7. A pair of scissors 8. A piece of string 9. A telephone 10. A book You will have to come up with creative uses for each of these items.
1",base-input-prompt-only
8,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different.
Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses.
For this task, you have to come up",base-input-prompt-only
9,table,"For this task, you have to come up with original and creative uses for table. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The creative ideas you come up with should be based on the following ideas:
1. Using a table for a different purpose than it was designed for.
2. Using a table in an unusual way.
3. Using a table in a way that is not normally done.
4. Using a table in a way that is not normally thought of.
5. Using a table in a way that is not normally used.
6. Using a table in a way that is not normally seen.
7. Using a table in a way that is not normally thought of.
8. Using a table in a way that is not normally seen.
9. Using a table in a way that is not normally thought of.
10. Using a table in a way that is not normally seen.
11. Using a table in a way that is not normally thought of.
12. Using a table in a way that is not normally seen.
13. Using a table in a way that is not normally thought of.
14. Using a table in a way that is not normally seen.
15. Using a table in a way that is not normally thought of",base-input-prompt-only
0,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The winner will receive $100. The runner up will receive $50.
To enter, please submit your ideas in the comments section of this post. You may submit as many ideas as you like, but each idea must be in a separate comment.
The deadline for entries is 11:59 PM EST on Friday, February 12th.
This contest is open to all residents of the United States.
Entries will be judged by the editorial staff of The Cool Hunter.
The winner will be announced on Monday, February 15th.
The winner will be contacted by email.
The winner must respond within 3 days of notification to claim the prize.
If the winner does not respond within 3 days, a new winner will be chosen.
The winner must provide their mailing address to claim the prize.
The prize will be sent to the winner by U.S. Mail.
The winner will be responsible for all taxes and fees associated with the prize.
The winner will be responsible for any additional costs associated with the prize.
The winner will be responsible for all shipping costs associated with the prize.",base-input-prompt-only
1,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
Your ideas will be judged by a panel of three judges. The judges will score each idea on a scale of 1-10, and the highest score will be the winner.
Each idea should be a complete sentence and should be written in the present tense.
Example: ""I use my bottle as a vase for my flowers.""
The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses.
This contest is a part of the ""Ask a Question, Win a Prize!"" contest series.
This contest is a part of the ""Ask a Question, Win a Prize!"" contest series. You can view the series by clicking here.
I use my bottle as a vase for my flowers.
I use my bottle as a vase for my flowers. I use my bottle as a vase for my flowers. I use my bottle as a vase for",base-input-prompt-only
2,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
This task is designed to test your ability to come up with creative ideas. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
You will have 20 minutes to complete this task.
Do not spend more than 1 minute thinking about ideas.
Do not spend more than 1 minute writing down your ideas.
You will be asked to type in your ideas.
You will be given a list of ideas to choose from.
You will be given a list of ideas to choose from. You will be asked to type in your ideas.
You will be given a list of ideas to choose from. You will be asked to type in your ideas. You will be given a list of ideas to choose from. You will",base-input-prompt-only
3,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
You can use the bottle for:
- a bottle opener
- a candle holder
- a flower vase
- a candle holder (again)
- a pen holder
- a pencil holder
- a bookmark
- a pencil holder (again)
- a candy dish
- a photo frame
- a toothbrush holder
- a drinking glass
- a toothbrush holder (again)
- a cell phone holder
- a drinking glass (again)
- a pen holder (again)
- a candy dish (again)
- a drinking glass (again, again)
- a toothbrush holder (again, again)
- a drinking glass (again, again, again)
- a pen holder (again, again, again)
- a candy dish (again, again, again)
- a drinking glass (again, again, again, again)
- a toothbrush holder (again, again, again, again)
- a drinking glass (ag",base-input-prompt-only
4,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The more creative ideas you come up with, the more points you get. If you come up with a lot of creative ideas, you will get a lot of points. If you come up with only a few creative ideas, you will get fewer points.
You have 10 minutes to think of as many creative uses for the bottle as you can.
You can type in your ideas as you think of them, or you can wait until the end of the 10 minutes and type them in all at once.
You can use the bottle for any purpose, as long as it's a creative use.
You can type in ideas that are practical or realistic, but you will get more points for creative ideas that are unusual or unusual.
You can type in ideas that are silly or strange, but you will get more points for creative ideas that are clever or interesting.
You can type in ideas that are ordinary or common, but you will get more points for creative ideas that are uncommon or innovative.
You can type in ideas that are practical or realistic, but you will get more points for creative ideas that are unusual or unusual.",base-input-prompt-only
5,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
What to do: Write down five creative uses for a bottle.
The next task is to come up with creative uses for a bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
What to do: Write down five creative uses for a bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's",base-input-prompt-only
6,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The second task is to come up with a creative way to use the bottle. For this task, you have to come up with a creative idea, which is an idea that is clever, unusual, interesting, uncommon, humorous, innovative, or different. Your idea doesn't have to be practical or realistic; it can be silly or strange, even, so long as it is creative. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The third task is to come up with a creative way to use the bottle. For this task, you have to come up with a creative idea, which is an idea that is clever, unusual, interesting, uncommon, humorous, innovative, or different. Your idea doesn't have to be practical or realistic; it can be silly or strange, even, so long as it is creative. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative",base-input-prompt-only
7,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
The contest is open to all. There are no age restrictions.
You may enter the contest by emailing your ideas to the following address:
bottle@creativityworkshop.com
Your email should contain the following information:
Your name (or your pseudonym)
Your email address (so I can contact you if you win)
Your ideas for creative uses of the bottle
You may enter the contest by mail. Send your ideas to the following address:
If you are entering by mail, you must include a return address.
You may enter the contest by posting your ideas in the comments section of this blog post.
The deadline for entries is 11:59 PM (Pacific Time) on Sunday, December 31, 2006.
I will choose the winner of the contest. I will look for creative ideas that are original and uncommon. I will also look for ideas that are funny, humorous, or unusual.
The winner of the contest will receive a $100 Amazon.com gift certificate.
I will post the winner's name on this blog.
I will contact the winner by email",base-input-prompt-only
8,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
2. Write a short story about a character who is a teacher. You can write about any type of teacher you want: a high school teacher, a college professor, a teacher at a private school, a teacher at a public school, a teacher at a university, a teacher at a community college, a teacher at a preschool, a teacher at a daycare center, a teacher at a kindergarten, a teacher at a middle school, a teacher at a high school, a teacher at a vocational school, a teacher at a trade school, a teacher at a private school, a teacher at a public school, a teacher at a university, a teacher at a community college, a teacher at a preschool, a teacher at a daycare center, a teacher at a kindergarten, a teacher at a middle school, a teacher at a high school, a teacher at a vocational school, a teacher at a trade school, a teacher at a private school, a teacher at a public school, a teacher at a university, a teacher at a community college, a teacher at a preschool, a teacher at a daycare center, a teacher at a kindergarten, a teacher at a",base-input-prompt-only
9,bottle,"For this task, you have to come up with original and creative uses for bottle. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.
1. What are some creative uses for a bottle?
2. What are some creative uses for a pillow?
3. What are some creative uses for a rock?
4. What are some creative uses for a toothpick?
5. What are some creative uses for a pencil?
6. What are some creative uses for a book?
7. What are some creative uses for a pencil sharpener?
8. What are some creative uses for a chair?
9. What are some creative uses for a pen?
10. What are some creative uses for a cup?
11. What are some creative uses for a spoon?
12. What are some creative uses for a paperclip?
13. What are some creative uses for a piece of paper?
14. What are some creative uses for a scissors?
15. What are some creative uses for a toilet paper roll?
16. What are some creative uses for a rubber band?
17. What are some creative uses for a p",base-input-prompt-only
